"product_name","date_received","date_sent","date_difference","days"
"Consumer Loan","2015-01-31","2015-01-31",0,1
"Debt collection","2015-01-30","2015-02-04",5,6
"Bank account or service","2015-01-27","2015-01-30",3,4
"Credit reporting","2015-01-30","2015-02-04",5,6
"Debt collection","2015-01-27","2015-01-27",0,1
"Debt collection","2015-01-27","2015-01-27",0,1
"Credit card","2015-01-30","2015-01-30",0,1
"Prepaid card","2015-01-27","2015-01-30",3,4
"Mortgage","2015-02-04","2015-02-04",0,1
"Credit card","2015-02-04","2015-02-04",0,1
"Mortgage","2015-01-27","2015-01-27",0,1
"Credit reporting","2015-01-27","2015-01-27",0,1
"Student loan","2015-02-04","2015-02-04",0,1
"Money transfers","2015-01-27","2015-01-30",3,4
"Debt collection","2015-01-30","2015-01-30",0,1
"Debt collection","2015-02-04","2015-02-04",0,1
"Debt collection","2015-02-04","2015-02-04",0,1
"Credit card","2015-01-27","2015-01-27",0,1
"Bank account or service","2015-01-27","2015-01-30",3,4
"Consumer Loan","2015-01-27","2015-01-29",2,3
"Money transfers","2015-02-04","2015-02-04",0,1
"Bank account or service","2015-01-27","2015-01-28",1,2
"Consumer Loan","2015-01-27","2015-01-30",3,4
"Debt collection","2015-01-27","2015-01-30",3,4
"Debt collection","2015-01-27","2015-01-28",1,2
"Mortgage","2015-01-27","2015-01-27",0,1
"Debt collection","2015-01-27","2015-01-30",3,4
"Credit reporting","2015-02-04","2015-02-24",20,21
"Mortgage","2015-02-04","2015-02-09",5,6
"Mortgage","2015-02-04","2015-02-09",5,6
"Mortgage","2015-01-30","2015-01-30",0,1
"Mortgage","2015-02-04","2015-02-09",5,6
"Credit reporting","2015-02-04","2015-02-20",16,17
"Mortgage","2015-02-04","2015-02-09",5,6
"Mortgage","2015-02-04","2015-02-09",5,6
"Bank account or service","2015-02-04","2015-02-05",1,2
"Mortgage","2015-02-04","2015-02-09",5,6
"Credit reporting","2015-01-30","2015-01-30",0,1
"Mortgage","2015-02-04","2015-02-04",0,1
"Mortgage","2015-02-04","2015-02-09",5,6
"Mortgage","2015-02-04","2015-02-09",5,6
"Student loan","2015-02-04","2015-02-04",0,1
"Payday loan","2015-02-04","2015-02-09",5,6
"Credit reporting","2015-01-30","2015-01-30",0,1
"Credit reporting","2015-01-30","2015-02-05",6,7
"Mortgage","2015-02-04","2015-02-04",0,1
"Debt collection","2015-02-04","2015-02-04",0,1
"Mortgage","2015-01-30","2015-01-30",0,1
"Mortgage","2015-02-04","2015-02-04",0,1
"Mortgage","2015-02-04","2015-02-04",0,1
"Consumer Loan","2015-01-30","2015-02-20",21,22
"Bank account or service","2015-02-04","2015-02-05",1,2
"Mortgage","2015-01-30","2015-02-04",5,6
"Debt collection","2015-02-04","2015-02-04",0,1
"Student loan","2015-01-30","2015-01-30",0,1
"Bank account or service","2015-02-04","2015-02-04",0,1
"Debt collection","2015-01-30","2015-01-30",0,1
"Prepaid card","2015-01-30","2015-02-05",6,7
"Mortgage","2015-02-04","2015-02-04",0,1
"Debt collection","2015-01-30","2015-02-05",6,7
"Student loan","2015-02-04","2015-02-10",6,7
"Debt collection","2015-01-30","2015-02-09",10,11
"Credit reporting","2015-01-30","2015-01-30",0,1
"Debt collection","2015-02-04","2015-02-04",0,1
"Consumer Loan","2015-01-30","2015-02-05",6,7
"Credit reporting","2015-02-04","2015-02-09",5,6
"Debt collection","2015-01-30","2015-01-30",0,1
"Bank account or service","2015-02-04","2015-02-05",1,2
"Debt collection","2015-01-30","2015-01-30",0,1
"Money transfers","2015-01-30","2015-02-02",3,4
"Mortgage","2015-02-04","2015-02-04",0,1
"Mortgage","2015-01-30","2015-01-30",0,1
"Credit card","2015-01-30","2015-02-05",6,7
"Credit card","2015-02-04","2015-02-04",0,1
"Consumer Loan","2015-02-04","2015-02-09",5,6
"Credit card","2015-01-31","2015-01-31",0,1
"Debt collection","2015-01-31","2015-02-05",5,6
"Prepaid card","2015-01-31","2015-02-02",2,3
"Consumer Loan","2015-02-04","2015-02-05",1,2
"Credit card","2015-02-04","2015-02-04",0,1
"Debt collection","2015-02-04","2015-02-04",0,1
"Credit reporting","2015-01-31","2015-02-26",26,27
"Debt collection","2015-01-31","2015-01-31",0,1
"Debt collection","2015-01-31","2015-01-31",0,1
"Mortgage","2015-02-04","2015-02-04",0,1
"Credit card","2015-02-04","2015-02-05",1,2
"Debt collection","2015-01-31","2015-01-31",0,1
"Debt collection","2015-01-31","2015-01-31",0,1
"Consumer Loan","2015-02-04","2015-02-04",0,1
"Credit reporting","2015-01-31","2015-01-31",0,1
"Debt collection","2015-02-04","2015-02-04",0,1
"Credit card","2015-01-31","2015-02-18",18,19
"Debt collection","2015-01-31","2015-02-04",4,5
"Mortgage","2015-02-04","2015-02-04",0,1
"Credit reporting","2015-01-31","2015-01-31",0,1
"Mortgage","2015-02-04","2015-02-12",8,9
"Credit reporting","2015-01-31","2015-02-04",4,5
"Mortgage","2015-02-04","2015-02-09",5,6
"Credit reporting","2015-01-31","2015-02-04",4,5
"Debt collection","2015-01-31","2015-02-02",2,3
"Mortgage","2015-01-31","2015-01-31",0,1
"Credit reporting","2015-01-31","2015-02-02",2,3
"Credit reporting","2015-02-04","2015-02-04",0,1
"Debt collection","2015-01-31","2015-01-31",0,1
"Credit reporting","2015-02-04","2015-02-04",0,1
"Credit reporting","2015-01-31","2015-01-31",0,1
"Credit reporting","2015-01-31","2015-01-31",0,1
"Credit reporting","2015-01-31","2015-02-05",5,6
"Bank account or service","2015-01-31","2015-01-31",0,1
"Credit reporting","2015-01-31","2015-01-31",0,1
"Mortgage","2015-02-04","2015-02-05",1,2
"Debt collection","2015-02-04","2015-02-10",6,7
"Credit card","2015-02-04","2015-02-04",0,1
"Mortgage","2015-02-09","2015-02-09",0,1
"Credit reporting","2015-01-31","2015-02-05",5,6
"Credit reporting","2015-01-31","2015-01-31",0,1
"Bank account or service","2015-02-04","2015-02-05",1,2
"Mortgage","2015-02-04","2015-02-04",0,1
"Credit reporting","2015-01-31","2015-01-31",0,1
"Credit reporting","2015-02-04","2015-02-04",0,1
"Mortgage","2015-01-31","2015-01-31",0,1
"Credit reporting","2015-02-04","2015-02-04",0,1
"Student loan","2015-02-04","2015-02-09",5,6
"Debt collection","2015-02-04","2015-02-04",0,1
"Credit reporting","2015-01-31","2015-01-31",0,1
"Consumer Loan","2015-01-31","2015-01-31",0,1
"Debt collection","2015-01-31","2015-01-31",0,1
"Debt collection","2015-01-31","2015-01-31",0,1
"Mortgage","2015-01-31","2015-01-31",0,1
"Debt collection","2015-01-31","2015-01-31",0,1
"Consumer Loan","2015-01-31","2015-02-03",3,4
"Debt collection","2015-01-31","2015-01-31",0,1
"Debt collection","2015-01-31","2015-01-31",0,1
"Student loan","2015-02-04","2015-02-04",0,1
"Debt collection","2015-02-04","2015-02-04",0,1
"Mortgage","2015-02-04","2015-02-09",5,6
"Debt collection","2015-01-31","2015-01-31",0,1
"Consumer Loan","2015-02-09","2015-03-19",38,39
"Mortgage","2015-02-09","2015-02-09",0,1
"Mortgage","2015-01-31","2015-02-05",5,6
"Mortgage","2015-02-04","2015-02-09",5,6
"Credit reporting","2015-01-31","2015-01-31",0,1
"Consumer Loan","2015-01-31","2015-02-02",2,3
"Mortgage","2015-01-31","2015-01-31",0,1
"Bank account or service","2015-02-09","2015-02-09",0,1
"Credit reporting","2015-01-31","2015-01-31",0,1
"Credit reporting","2015-01-31","2015-01-31",0,1
"Mortgage","2015-02-09","2015-02-09",0,1
"Debt collection","2015-01-31","2015-01-31",0,1
"Bank account or service","2015-01-31","2015-02-03",3,4
"Mortgage","2015-01-31","2015-01-31",0,1
"Credit reporting","2015-01-31","2015-02-05",5,6
"Credit reporting","2015-01-31","2015-01-31",0,1
"Debt collection","2015-02-09","2015-02-09",0,1
"Credit card","2015-02-04","2015-02-04",0,1
"Debt collection","2015-02-09","2015-02-09",0,1
"Credit reporting","2015-02-04","2015-02-04",0,1
"Credit card","2015-02-04","2015-03-17",41,42
"Mortgage","2015-02-04","2015-02-10",6,7
"Mortgage","2015-02-04","2015-02-04",0,1
"Payday loan","2015-02-13","2015-02-23",10,11
"Credit reporting","2015-02-09","2015-02-09",0,1
"Debt collection","2015-02-04","2015-02-11",7,8
"Credit reporting","2015-02-09","2015-02-09",0,1
"Debt collection","2015-02-09","2015-02-26",17,18
"Credit reporting","2015-02-09","2015-02-27",18,19
"Mortgage","2015-02-09","2015-02-09",0,1
"Mortgage","2015-02-09","2015-02-09",0,1
"Consumer Loan","2015-02-13","2015-02-20",7,8
"Credit reporting","2015-02-09","2015-02-09",0,1
"Consumer Loan","2015-02-04","2015-02-09",5,6
"Debt collection","2015-02-04","2015-02-05",1,2
"Credit reporting","2015-02-13","2015-02-13",0,1
"Credit reporting","2015-02-09","2015-02-09",0,1
"Mortgage","2015-02-09","2015-02-09",0,1
"Debt collection","2015-02-04","2015-02-09",5,6
"Credit reporting","2015-02-13","2015-02-13",0,1
"Credit card","2015-02-13","2015-02-20",7,8
"Debt collection","2015-02-04","2015-02-04",0,1
"Mortgage","2015-02-04","2015-02-04",0,1
"Credit card","2015-02-04","2015-02-12",8,9
"Payday loan","2015-02-04","2015-03-03",27,28
"Debt collection","2015-02-04","2015-02-10",6,7
"Mortgage","2015-02-09","2015-02-09",0,1
"Debt collection","2015-02-04","2015-02-04",0,1
"Consumer Loan","2015-02-09","2015-02-09",0,1
"Debt collection","2015-02-13","2015-02-26",13,14
"Consumer Loan","2015-02-04","2015-02-04",0,1
"Bank account or service","2015-02-13","2015-02-13",0,1
"Debt collection","2015-02-13","2015-02-20",7,8
"Mortgage","2015-02-09","2015-02-09",0,1
"Credit reporting","2015-02-13","2015-02-13",0,1
"Credit card","2015-02-04","2015-02-04",0,1
"Debt collection","2015-02-04","2015-02-04",0,1
"Credit card","2015-02-13","2015-02-13",0,1
"Credit card","2015-02-09","2015-02-12",3,4
"Mortgage","2015-02-04","2015-02-04",0,1
"Credit card","2015-02-04","2015-02-04",0,1
"Debt collection","2015-02-04","2015-02-04",0,1
"Consumer Loan","2015-02-04","2015-02-09",5,6
"Mortgage","2015-02-13","2015-02-13",0,1
"Debt collection","2015-02-04","2015-02-13",9,10
"Credit reporting","2015-02-04","2015-02-04",0,1
"Student loan","2015-02-09","2015-02-09",0,1
"Credit reporting","2015-02-13","2015-02-13",0,1
"Consumer Loan","2015-02-04","2015-02-04",0,1
"Debt collection","2015-02-13","2015-02-13",0,1
"Mortgage","2015-02-09","2015-02-12",3,4
"Debt collection","2015-02-04","2015-02-06",2,3
"Mortgage","2015-02-13","2015-02-13",0,1
"Credit reporting","2015-02-04","2015-02-04",0,1
"Bank account or service","2015-02-19","2015-02-19",0,1
"Consumer Loan","2015-02-09","2015-02-09",0,1
"Mortgage","2015-02-19","2015-02-19",0,1
"Mortgage","2015-02-04","2015-02-05",1,2
"Mortgage","2015-02-19","2015-02-25",6,7
"Credit reporting","2015-02-04","2015-02-24",20,21
"Debt collection","2015-02-19","2015-02-19",0,1
"Debt collection","2015-02-13","2015-02-13",0,1
"Debt collection","2015-02-13","2015-02-23",10,11
"Mortgage","2015-02-28","2015-02-28",0,1
"Credit reporting","2015-02-09","2015-02-12",3,4
"Consumer Loan","2015-02-04","2015-02-04",0,1
"Mortgage","2015-02-19","2015-02-25",6,7
"Credit reporting","2015-02-09","2015-02-09",0,1
"Credit reporting","2015-02-09","2015-02-12",3,4
"Debt collection","2015-02-28","2015-03-09",9,10
"Credit reporting","2015-02-28","2015-02-28",0,1
"Mortgage","2015-02-09","2015-02-12",3,4
"Mortgage","2015-02-13","2015-02-13",0,1
"Credit reporting","2015-02-28","2015-02-28",0,1
"Bank account or service","2015-02-04","2015-02-04",0,1
"Credit reporting","2015-02-28","2015-03-07",7,8
"Debt collection","2015-02-09","2015-02-09",0,1
"Student loan","2015-02-28","2015-02-28",0,1
"Credit reporting","2015-02-09","2015-02-13",4,5
"Consumer Loan","2015-02-19","2015-02-23",4,5
"Debt collection","2015-02-28","2015-02-28",0,1
"Credit reporting","2015-02-04","2015-02-18",14,15
"Mortgage","2015-03-01","2015-03-01",0,1
"Credit card","2015-02-09","2015-02-09",0,1
"Mortgage","2015-02-04","2015-02-04",0,1
"Mortgage","2015-02-09","2015-02-12",3,4
"Credit reporting","2015-02-19","2015-02-25",6,7
"Credit reporting","2015-03-01","2015-03-07",6,7
"Mortgage","2015-02-04","2015-02-09",5,6
"Mortgage","2015-02-04","2015-02-04",0,1
"Credit card","2015-03-01","2015-03-01",0,1
"Mortgage","2015-03-01","2015-03-01",0,1
"Consumer Loan","2015-02-04","2015-02-05",1,2
"Consumer Loan","2015-03-01","2015-03-01",0,1
"Mortgage","2015-02-04","2015-02-04",0,1
"Debt collection","2015-03-01","2015-03-01",0,1
"Debt collection","2015-03-01","2015-03-01",0,1
"Mortgage","2015-02-05","2015-02-09",4,5
"Credit card","2015-02-19","2015-02-25",6,7
"Credit reporting","2015-03-01","2015-03-09",8,9
"Credit card","2015-03-01","2015-03-01",0,1
"Bank account or service","2015-02-09","2015-02-12",3,4
"Debt collection","2015-02-13","2015-02-13",0,1
"Mortgage","2015-02-05","2015-02-13",8,9
"Debt collection","2015-03-01","2015-03-01",0,1
"Credit card","2015-02-19","2015-02-23",4,5
"Mortgage","2015-02-13","2015-02-20",7,8
"Credit reporting","2015-03-01","2015-03-07",6,7
"Credit card","2015-02-13","2015-02-20",7,8
"Mortgage","2015-02-19","2015-02-23",4,5
"Credit reporting","2015-03-01","2015-03-07",6,7
"Bank account or service","2015-02-05","2015-02-05",0,1
"Debt collection","2015-03-01","2015-03-01",0,1
"Debt collection","2015-03-01","2015-03-01",0,1
"Bank account or service","2015-02-19","2015-02-20",1,2
"Credit card","2015-03-01","2015-03-09",8,9
"Mortgage","2015-02-13","2015-02-23",10,11
"Credit card","2015-02-19","2015-02-19",0,1
"Credit reporting","2015-02-19","2015-04-02",42,43
"Credit reporting","2015-02-13","2015-03-09",24,25
"Credit reporting","2015-02-13","2015-03-09",24,25
"Mortgage","2015-02-09","2015-02-18",9,10
"Debt collection","2015-03-01","2015-03-01",0,1
"Mortgage","2015-03-01","2015-03-01",0,1
"Mortgage","2015-02-10","2015-02-12",2,3
"Credit reporting","2015-02-19","2015-04-02",42,43
"Debt collection","2015-03-01","2015-03-01",0,1
"Credit card","2015-02-05","2015-02-05",0,1
"Debt collection","2015-03-01","2015-03-01",0,1
"Debt collection","2015-03-01","2015-03-01",0,1
"Debt collection","2015-03-01","2015-03-01",0,1
"Bank account or service","2015-02-05","2015-02-05",0,1
"Mortgage","2015-02-13","2015-02-13",0,1
"Consumer Loan","2015-02-10","2015-02-10",0,1
"Credit card","2015-03-01","2015-03-01",0,1
"Consumer Loan","2015-03-01","2015-03-01",0,1
"Student loan","2015-03-01","2015-03-01",0,1
"Debt collection","2015-03-01","2015-03-01",0,1
"Credit reporting","2015-02-13","2015-02-13",0,1
"Debt collection","2015-02-19","2015-02-19",0,1
"Student loan","2015-03-01","2015-03-02",1,2
"Credit reporting","2015-02-19","2015-02-19",0,1
"Mortgage","2015-02-10","2015-02-10",0,1
"Debt collection","2015-03-01","2015-03-01",0,1
"Debt collection","2015-03-01","2015-03-01",0,1
"Consumer Loan","2015-02-05","2015-02-05",0,1
"Credit reporting","2015-02-05","2015-02-11",6,7
"Money transfers","2015-02-10","2015-02-10",0,1
"Credit reporting","2015-02-13","2015-03-06",21,22
"Credit reporting","2015-03-01","2015-03-01",0,1
"Mortgage","2015-02-05","2015-02-05",0,1
"Credit card","2015-02-05","2015-02-05",0,1
"Debt collection","2015-02-10","2015-02-12",2,3
"Credit reporting","2015-02-13","2015-03-06",21,22
"Consumer Loan","2015-03-01","2015-03-01",0,1
"Bank account or service","2015-02-05","2015-02-05",0,1
"Credit card","2015-03-01","2015-03-01",0,1
"Mortgage","2015-03-01","2015-03-01",0,1
"Credit reporting","2015-02-10","2015-02-10",0,1
"Bank account or service","2015-02-05","2015-02-09",4,5
"Consumer Loan","2015-02-10","2015-02-10",0,1
"Credit reporting","2015-02-10","2015-02-10",0,1
"Credit reporting","2015-02-05","2015-02-09",4,5
"Credit card","2015-03-01","2015-03-01",0,1
"Credit card","2015-03-01","2015-03-01",0,1
"Debt collection","2015-02-13","2015-02-13",0,1
"Credit reporting","2015-02-05","2015-03-03",26,27
"Debt collection","2015-02-05","2015-02-05",0,1
"Bank account or service","2015-02-19","2015-02-23",4,5
"Bank account or service","2015-02-05","2015-02-05",0,1
"Debt collection","2015-02-05","2015-02-05",0,1
"Mortgage","2015-03-01","2015-03-09",8,9
"Debt collection","2015-03-01","2015-03-09",8,9
"Debt collection","2015-02-24","2015-02-24",0,1
"Debt collection","2015-03-01","2015-03-01",0,1
"Credit reporting","2015-03-01","2015-03-01",0,1
"Bank account or service","2015-02-19","2015-02-19",0,1
"Debt collection","2015-02-13","2015-02-20",7,8
"Credit card","2015-02-24","2015-02-26",2,3
"Credit reporting","2015-03-01","2015-03-01",0,1
"Credit reporting","2015-03-01","2015-03-01",0,1
"Credit reporting","2015-02-05","2015-02-05",0,1
"Credit reporting","2015-03-01","2015-04-17",47,48
"Mortgage","2015-02-10","2015-02-13",3,4
"Student loan","2015-02-05","2015-02-05",0,1
"Debt collection","2015-02-05","2015-02-05",0,1
"Bank account or service","2015-03-01","2015-03-01",0,1
"Debt collection","2015-03-01","2015-03-01",0,1
"Credit reporting","2015-02-13","2015-02-13",0,1
"Mortgage","2015-02-19","2015-03-10",19,20
"Debt collection","2015-03-01","2015-03-01",0,1
"Consumer Loan","2015-02-10","2015-02-10",0,1
"Credit reporting","2015-02-24","2015-02-24",0,1
"Mortgage","2015-02-19","2015-02-25",6,7
"Debt collection","2015-02-05","2015-02-12",7,8
"Debt collection","2015-02-13","2015-02-13",0,1
"Mortgage","2015-02-10","2015-02-10",0,1
"Debt collection","2015-02-10","2015-02-12",2,3
"Credit reporting","2015-02-24","2015-02-24",0,1
"Mortgage","2015-02-19","2015-02-19",0,1
"Credit reporting","2015-03-01","2015-03-09",8,9
"Credit reporting","2015-03-01","2015-03-09",8,9
"Mortgage","2015-02-10","2015-02-10",0,1
"Debt collection","2015-02-19","2015-02-19",0,1
"Credit reporting","2015-03-01","2015-03-01",0,1
"Mortgage","2015-03-01","2015-03-01",0,1
"Credit card","2015-02-05","2015-02-11",6,7
"Credit reporting","2015-02-10","2015-02-10",0,1
"Credit reporting","2015-02-13","2015-02-13",0,1
"Debt collection","2015-02-10","2015-02-12",2,3
"Bank account or service","2015-02-10","2015-02-13",3,4
"Mortgage","2015-03-01","2015-03-01",0,1
"Credit reporting","2015-02-05","2015-02-05",0,1
"Credit reporting","2015-02-19","2015-02-25",6,7
"Credit reporting","2015-02-19","2015-02-25",6,7
"Mortgage","2015-02-13","2015-02-20",7,8
"Debt collection","2015-02-05","2015-02-19",14,15
"Debt collection","2015-03-01","2015-03-11",10,11
"Bank account or service","2015-02-10","2015-02-10",0,1
"Credit card","2015-02-05","2015-02-05",0,1
"Bank account or service","2015-02-05","2015-02-09",4,5
"Debt collection","2015-02-10","2015-02-13",3,4
"Debt collection","2015-02-10","2015-02-13",3,4
"Credit reporting","2015-02-24","2015-03-03",7,8
"Credit reporting","2015-02-13","2015-02-20",7,8
"Credit card","2015-02-19","2015-02-19",0,1
"Debt collection","2015-02-13","2015-02-19",6,7
"Credit card","2015-03-01","2015-03-01",0,1
"Mortgage","2015-03-01","2015-03-09",8,9
"Bank account or service","2015-02-05","2015-02-09",4,5
"Mortgage","2015-02-19","2015-02-19",0,1
"Credit reporting","2015-03-01","2015-03-01",0,1
"Mortgage","2015-02-24","2015-03-03",7,8
"Mortgage","2015-02-10","2015-02-10",0,1
"Consumer Loan","2015-02-05","2015-02-09",4,5
"Credit reporting","2015-02-05","2015-02-05",0,1
"Credit reporting","2015-02-10","2015-02-10",0,1
"Credit reporting","2015-02-10","2015-02-10",0,1
"Debt collection","2015-02-05","2015-02-09",4,5
"Debt collection","2015-02-13","2015-02-13",0,1
"Credit reporting","2015-02-19","2015-02-19",0,1
"Credit card","2015-02-24","2015-02-24",0,1
"Debt collection","2015-02-10","2015-02-19",9,10
"Mortgage","2015-03-02","2015-03-02",0,1
"Mortgage","2015-02-05","2015-02-05",0,1
"Debt collection","2015-03-02","2015-03-09",7,8
"Mortgage","2015-02-19","2015-02-19",0,1
"Mortgage","2015-02-05","2015-02-05",0,1
"Mortgage","2015-03-02","2015-03-02",0,1
"Debt collection","2015-02-05","2015-02-05",0,1
"Credit card","2015-02-19","2015-02-19",0,1
"Debt collection","2015-02-10","2015-02-10",0,1
"Credit card","2015-02-10","2015-02-12",2,3
"Bank account or service","2015-02-19","2015-02-19",0,1
"Consumer Loan","2015-03-02","2015-03-02",0,1
"Debt collection","2015-02-05","2015-02-05",0,1
